Typ;Nr.;Name;d;X;Y;latitude;longitude;Untergeordnete Exportnummer;HAFAS Nr.
Zwischenpunkt;188;1. Untergeschoss, halb-südliche Treppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745188;
Zwischenpunkt;186;1. Untergeschoss, halb-nördliche Fahrtreppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745186;
Zwischenpunkt;215;1. Untergeschoss, nördliche Fahrtreppe vom Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745215;
Zwischenpunkt;93;1. Obergeschoss, westliche Fahrtreppe zum Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745093;
Zwischenpunkt;140;Erdgeschoss, nördliche Treppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745140;
Zwischenpunkt;148;Erdgeschoss Süd, Fahrtreppe vom 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745148;
Zwischenpunkt;145;Erdgeschoss, südliche Fahrtreppe vom 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745145;
Zwischenpunkt;149;Erdgeschoss Nord, Treppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745149;
Zwischenpunkt;250;Zwischengeschoss Friedrich-List-Ufer (Treppe zum Bahnsteig U55);-1;4593066;5822289;52.525.784;13.369.748;9745250;
Zugang und ÖV;260;Bushaltestelle Invalidenstraße vor Minna-Cauer-Straße;0;4592969;5822343;52.526.286;13.368.334;9745260;
ÖV;6;Bahnsteig Gleis 5+6, Fernbahn in Nord-Süd-Richtung;-2;4593059;5822183;52.524.833;13.369.615;9745006;
Zugang;8;Zugang Süd, Washingtonplatz;0;4593094;5822113;52.524.198;13.370.111;9745008;
Zugang;9;Zugang (Treppe) Süd-West/Ella-Trebe-Str., Treppe zum 1. Obergeschoss;0;4592981;5822126;52.524.334;13.368.450;9745009;
Zwischenpunkt;26;Bahnsteig Gleis 15+16, Fahrtreppe vom Zugangsbereich Ost;2;4593027;5822282;52.525.728;13.369.171;9745026;
Zwischenpunkt;46;Bahnsteig Gleis 1+2, halb-nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745046;
Zwischenpunkt;51;Bahnsteig Gleis 1+2, halb-südliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745051;
Zwischenpunkt;63;Bahnsteig Gleis 7+8, halb-südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745063;
Zwischenpunkt;68;Bahnsteig Gleis 3+4, halb-nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745068;
Zwischenpunkt;74;Bahnsteig Gleis 3+4, südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745074;
Zwischenpunkt;76;Bahnsteig Gleis 3+4, nördlicher Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745076;
Zwischenpunkt;77;Bahnsteig Gleis 3+4, mittlerer Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745077;
Zwischenpunkt;89;Bahnsteig Gleis 5+6, nördlicher Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745089;
Zwischenpunkt;91;Bahnsteig Gleis 5+6, südlicher Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745091;
Zwischenpunkt;100;1. Obergeschoss, westliche Fahrtreppe vom Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745100;
Zwischenpunkt;137;Erdgeschoss Nord, Treppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745137;
Zwischenpunkt;135;Erdgeschoss, Aufzug zum 1. Untergeschoss und Bahnsteig Gleis 1+2;0;4593027;5822282;52.525.728;13.369.171;9745135;
Zwischenpunkt;150;Erdgeschoss Nord, Fahrtreppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745150;
Zwischenpunkt;159;Erdgeschoss Süd, Fahrtreppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745159;
Zugang;163;1. Untergeschoss, südlicher Parkhauszugang;-1;4592998;5822170;52.524.726;13.368.713;9745163;
Zwischenpunkt;168;1. Untergeschoss, nördliche Fahrtreppe zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745168;
Zwischenpunkt;170;1. Untergeschoss, südliche Treppe zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745170;
Zugang;162;1. Untergeschoss, mittlerer Parkhauszugang;-1;4592998;5822210;52.525.086;13.368.724;9745162;
Zugang;161;1. Untergeschoss, nördlicher Parkhauszugang;-1;4592997;5822239;52.525.347;13.368.717;9745161;
Zwischenpunkt;200;1. Untergeschoss, halb-südliche Fahrtreppe zum Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745200;
Zwischenpunkt;222;1. Untergeschoss, südliche Treppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745222;
Zwischenpunkt;220;1. Untergeschoss, halb-südliche Fahrtreppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745220;
Zwischenpunkt;211;1. Untergeschoss, halb-südliche Fahrtreppe vom Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745211;
Zwischenpunkt;226;1. Untergeschoss, Panorama-Aufzug Süd-West;-1;4593027;5822282;52.525.728;13.369.171;9745226;
Zwischenpunkt;218;1. Untergeschoss, halb-nördliche Fahrtreppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745218;
Zwischenpunkt;209;1. Untergeschoss, halb-südliche Treppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745209;
Zwischenpunkt;194;1. Untergeschoss, nördliche Fahrtreppe vom Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745194;
Zwischenpunkt;225;1. Untergeschoss, Panorama-Aufzug West;-1;4593027;5822282;52.525.728;13.369.171;9745225;
Zwischenpunkt;127;1. Obergeschoss, südliche Fahrtreppe vom Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745127;
Zwischenpunkt;113;1. Obergeschoss Ost, nördlicher Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745113;
Zwischenpunkt;112;1. Obergeschoss West, südlicher Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745112;
Zwischenpunkt;171;1. Untergeschoss, südliche Fahrtreppe zum Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745171;
Zwischenpunkt;228;1. Untergeschoss, Panorama-Aufzug Ost;-1;4593027;5822282;52.525.728;13.369.171;9745228;
Zwischenpunkt;241;Bahnsteig U55 (Treppe zum Zwischengeschoss Invalidenstraße);-2;4593041;5822319;52.526.058;13.369.388;9745241;
Zwischenpunkt;244;Bahnsteig U55 (Treppe zum Zwischengeschoss Friedrich-List-Ufer);-2;4593063;5822293;52.525.820;13.369.705;9745244;
Zwischenpunkt;246;Zwischengeschoss Invalidenstraße (Übergang zur Fernbahn 1. Untergeschoss);-1;4593028;5822329;52.526.150;13.369.199;9745246;
ÖV;3;Bahnsteig Gleis 11+12, Fernbahn in Ost-West-Richtung;2;4593061;5822232;52.525.273;13.369.658;9745003;
ÖV;2;Bahnsteig Gleis 13+14, Fernbahn in Ost-West-Richtung;2;4593062;5822207;52.525.048;13.369.666;9745002;
ÖV;5;Bahnsteig Gleis 3+4, Fernbahn in Nord-Süd-Richtung;-2;4593044;5822175;52.524.764;13.369.392;9745005;
ÖV;7;Bahnsteig Gleis 7+8, Fernbahn in Nord-Süd-Richtung;-2;4593078;5822193;52.524.919;13.369.898;9745007;
Zwischenpunkt;30;Bahnsteig Gleis 13+14, westliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745030;
Zwischenpunkt;35;Bahnsteig Gleis 13+14, östliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745035;
Zwischenpunkt;40;Bahnsteig Gleis 11+12, östlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745040;
Zwischenpunkt;41;Bahnsteig Gleis 11+12, östliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745041;
Zwischenpunkt;55;Bahnsteig Gleis 7+8, nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745055;
Zwischenpunkt;70;Bahnsteig Gleis 3+4, halb-nördliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745070;
Zwischenpunkt;73;Bahnsteig Gleis 3+4, halb-südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745073;
Zwischenpunkt;105;1. Obergeschoss, westliche Fahrtreppe zum Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745105;
Zwischenpunkt;115;1. Obergeschoss Ost, südlicher Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745115;
Zwischenpunkt;116;1. Obergeschoss, Treppe zum Zugang Süd-West;1;4593027;5822282;52.525.728;13.369.171;9745116;
Zwischenpunkt;123;1. Obergeschoss, nördliche Treppe zum Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745123;
Zwischenpunkt;124;1. Obergeschoss, nördliche Fahrtreppe vom Erdgeschoss Mitte;1;4593027;5822282;52.525.728;13.369.171;9745124;
Zwischenpunkt;132;Zugangsbereich Ost, Treppe zum Bahnsteig der S-Bahn;0;4593027;5822282;52.525.728;13.369.171;9745132;
Zwischenpunkt;151;Erdgeschoss Nord, Fahrtreppe vom 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745151;
Zwischenpunkt;172;1. Untergeschoss, südliche Fahrtreppe vom Erdgeschoss;-1;4593027;5822282;52.525.728;13.369.171;9745172;
Zwischenpunkt;174;1. Untergeschoss, Fahrtreppe zum Erdgeschoss Süd;-1;4593027;5822282;52.525.728;13.369.171;9745174;
Zwischenpunkt;181;Erdgeschoss, Panorama-Aufzug Süd-Ost;0;4593027;5822282;52.525.728;13.369.171;9745181;
Zwischenpunkt;214;1. Untergeschoss, nördliche Treppe zum Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745214;
Zwischenpunkt;223;1. Untergeschoss, südliche Fahrtreppe vom Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745223;
Zwischenpunkt;201;1. Untergeschoss, halb-südliche Fahrtreppe vom Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745201;
Zwischenpunkt;217;1. Untergeschoss, halb-nördliche Fahrtreppe vom Bahnsteig Gleis 5+6;-1;4593027;5822282;52.525.728;13.369.171;9745217;
Zwischenpunkt;182;1. Untergeschoss, nördliche Treppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745182;
Zwischenpunkt;192;1. Untergeschoss, südliche Fahrtreppe vom Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745192;
Zwischenpunkt;208;1. Untergeschoss, halb-nördliche Fahrtreppe zum Bahnsteig Gleis 3+4;-1;4593027;5822282;52.525.728;13.369.171;9745208;
Zwischenpunkt;142;Erdgeschoss, nördliche Fahrtreppe vom 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745142;
Zugang und ÖV;240;Bushaltestelle Position 3 Busparkplatz vor Invalidenstraße;0;4592994;5822376;52.526.578;13.368.711;9745240;
Zwischenpunkt;252;Zwischengeschoss Friedrich-List-Ufer (Aufzug zum Zugang Europaplatz und Bahnsteig U55);-1;4593052;5822304;52.525.921;13.369.546;9745252;
Zugang;12;Zugang (Treppe) Nord-Ost/Friedrich-List-Ufer, Treppe zum 1. Obergeschoss;0;4593096;5822294;52.525.824;13.370.191;9745012;
Zwischenpunkt;23;Bahnsteig Gleis 15+16, östliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745023;
Zwischenpunkt;25;Bahnsteig Gleis 15+16, Treppe zum Zugangsbereich Ost;2;4593027;5822282;52.525.728;13.369.171;9745025;
Zwischenpunkt;61;Bahnsteig Gleis 7+8, halb-südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745061;
Zwischenpunkt;72;Bahnsteig Gleis 3+4, halb-südliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745072;
Zwischenpunkt;81;Bahnsteig Gleis 5+6, halb-nördliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745081;
Zwischenpunkt;83;Bahnsteig Gleis 5+6, halb-nördliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745083;
Zwischenpunkt;88;Bahnsteig Gleis 5+6, südliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745088;
Zwischenpunkt;92;1. Obergeschoss, westliche Treppe zum Bahnsteig Gleis 15+16 (S-Bahn);1;4593027;5822282;52.525.728;13.369.171;9745092;
Zwischenpunkt;108;1. Obergeschoss, östliche Fahrtreppe zum Bahnsteig Gleis 11+12;1;4593027;5822282;52.525.728;13.369.171;9745108;
Zwischenpunkt;114;1. Obergeschoss Ost, mittlerer Panorama-Aufzug;1;4593027;5822282;52.525.728;13.369.171;9745114;
Zwischenpunkt;102;1. Obergeschoss, östliche Fahrtreppe zum Bahnsteig Gleis 13+14;1;4593027;5822282;52.525.728;13.369.171;9745102;
Zwischenpunkt;155;Erdgeschoss, südliche Treppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745155;
Zwischenpunkt;158;Erdgeschoss Süd, Treppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745158;
Zwischenpunkt;144;Erdgeschoss, südliche Fahrtreppe zum 1. Obergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745144;
Zwischenpunkt;166;1. Untergeschoss, Fahrtreppe vom Erdgeschoss Nord;-1;4593027;5822282;52.525.728;13.369.171;9745166;
Zwischenpunkt;190;1. Untergeschoss, halb-südliche Fahrtreppe vom Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745190;
Zwischenpunkt;199;1. Untergeschoss, halb-südliche Treppe zum Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745199;
Zwischenpunkt;193;1. Untergeschoss, nördliche Treppe zum Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745193;
Zwischenpunkt;224;1. Untergeschoss, Panorama-Aufzug Nord-West;-1;4593027;5822282;52.525.728;13.369.171;9745224;
Zwischenpunkt;153;Erdgeschoss, nördliche Fahrtreppe zum 1. Untergeschoss;0;4593027;5822282;52.525.728;13.369.171;9745153;
ÖV;232;Bahnsteig U55;-2;4593068;5822287;52.525.766;13.369.777;9745232;
Zwischenpunkt;255;Zwischengeschoss Rahel-Hirsch-Straße (Übergang zur Fernbahn 1. Untergeschoss);-1;4593085;5822242;52.525.358;13.370.014;9745255;
Zwischenpunkt;256;Zwischengeschoss Rahel-Hirsch-Straße (Treppe zum Bahnsteig U55);-1;4593084;5822258;52.525.502;13.370.004;9745256;
Zwischenpunkt;257;Zwischengeschoss Rahel-Hirsch-Straße (Treppe Zugang Friedrich-List-Ufer/Rahel-Hirsch-Straße);-1;4593131;5822236;52.525.297;13.370.690;9745257;
Zugang und ÖV;258;Bushaltestelle Position Friedrich-List-Ufer vor Invalidenstraße;0;4593133;5822317;52.526.024;13.370.742;9745258;
Zwischenpunkt;18;Bahnsteig Gleis 15+16, westliche Fahrtreppe vom 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745018;
Zwischenpunkt;28;Bahnsteig Gleis 13+14, westliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745028;
Zwischenpunkt;31;Bahnsteig Gleis 13+14, westlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745031;
Zwischenpunkt;32;Bahnsteig Gleis 13+14, östlicher Panorama-Aufzug;2;4593027;5822282;52.525.728;13.369.171;9745032;
Zwischenpunkt;33;Bahnsteig Gleis 13+14, östliche Treppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745033;
Zwischenpunkt;38;Bahnsteig Gleis 11+12, westliche Fahrtreppe zum 1. Obergeschoss;2;4593027;5822282;52.525.728;13.369.171;9745038;
Zwischenpunkt;48;Bahnsteig Gleis 1+2, halb-nördliche Fahrtreppe vom 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745048;
Zwischenpunkt;49;Bahnsteig Gleis 1+2, Aufzug zum 1. Untergeschoss und Erdgeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745049;
Zwischenpunkt;56;Bahnsteig Gleis 7+8, nördliche Fahrtreppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745056;
Zwischenpunkt;78;Bahnsteig Gleis 3+4, südlicher Panorama-Aufzug;-2;4593027;5822282;52.525.728;13.369.171;9745078;
Zwischenpunkt;84;Bahnsteig Gleis 5+6, halb-südliche Treppe zum 1. Untergeschoss;-2;4593027;5822282;52.525.728;13.369.171;9745084;
Zwischenpunkt;117;1. Obergeschoss, Treppe zum Zugang Nord-West;1;4593027;5822282;52.525.728;13.369.171;9745117;
Zwischenpunkt;121;1. Obergeschoss, Fahrtreppe vom Erdgeschoss Nord;1;4593027;5822282;52.525.728;13.369.171;9745121;
Zwischenpunkt;180;Erdgeschoss, Panorama-Aufzug Ost;0;4593027;5822282;52.525.728;13.369.171;9745180;
Zwischenpunkt;178;Erdgeschoss, Panorama-Aufzug Süd-West;0;4593027;5822282;52.525.728;13.369.171;9745178;
Zwischenpunkt;229;1. Untergeschoss, Panorama-Aufzug Süd-Ost;-1;4593027;5822282;52.525.728;13.369.171;9745229;
Zwischenpunkt;191;1. Untergeschoss, südliche Treppe zum Bahnsteig Gleis 1+2;-1;4593027;5822282;52.525.728;13.369.171;9745191;
Zwischenpunkt;196;1. Untergeschoss, halb-nördliche Fahrtreppe vom Bahnsteig Gleis 7+8;-1;4593027;5822282;52.525.728;13.369.171;9745196;
Bauwerk;167;S+U Warschauer Straße;;4598470;5820180;52.505.889;13.448.721;120004;9120004
Zugang und ÖV;15;Tramsteig S+U Warschauer Straße  Endhalt;0;4598457;5820081;52.505.002;13.448.501;9720315;
Zugang;6;Zugang (Rampe) Warschauer Straße/Rudolfstraße;0;4598533;5820126;52.505.392;13.449.633;9720306;
ÖV;2;Bahnsteig Gleis 1/3;-1;4598656;5820217;52.506.188;13.451.471;9720302;
Zwischenpunkt;22;Bahnsteig Gleis 1/3 (Treppe Warschauer Straße);-1;4598506;5820204;52.506.098;13.449.258;9720322;
Zwischenpunkt;21;Bahnsteig U1 (Aufzug);1;4598505;5820204;52.506.098;13.449.244;9720321;
Zugang und ÖV;16;Tramsteig Warschauer Straße vor Rudolfstraße;0;4598468;5820074;52.504.937;13.448.661;9720316;
Zwischenpunkt;17;Bahnsteig U1 (Treppe Warschauer Straße/Rudolfstraße);1;4598505;5820204;52.506.098;13.449.244;9720317;
Zugang;8;Zugang (Treppe) Warschauer Platz/Rudolfstraße;0;4598537;5820102;52.505.176;13.449.685;9720308;
Zwischenpunkt;24;Bahnsteig Gleis 5/6 (Treppe Warschauer Straße);-1;4598505;5820204;52.506.098;13.449.244;9720324;
Zugang und ÖV;13;Bushaltestelle Warschauer Straße vor Rudolfstraße;0;4598477;5820070;52.504.899;13.448.792;9720313;
Zugang;7;Zugang (Treppe) Warschauer Straße;0;4598531;5820107;52.505.222;13.449.598;9720307;
ÖV;4;Bahnsteig Gleis 5/6;-1;4598649;5820199;52.506.027;13.451.362;9720304;
Zugang;5;Zugang (Treppe)  Warschauer Straße/Rudolfstraße;0;4598533;5820123;52.505.365;13.449.632;9720305;
Zugang;12;Zugang (Treppe Gleis 5/6) Warschauer Straße;0;4598631;5820209;52.506.120;13.451.100;9720312;
ÖV;1;Bahnsteig U1;1;4598482;5820048;52.504.701;13.448.859;9720301;
Zugang;10;Zugang (Treppe Gleis 1/3) Warschauer Straße;0;4598579;5820238;52.506.390;13.450.343;9720310;
Zwischenpunkt;19;Bahnsteig U1 (Treppe Warschauer Straße);1;4598505;5820203;52.506.089;13.449.243;9720319;
ÖV;3;Bahnsteig Gleis 1/4;-1;4598656;5820207;52.506.098;13.451.468;9720303;
Zwischenpunkt;23;Bahnsteig Gleis 1/4 (Treppe Warschauer Straße);-1;4598506;5820204;52.506.098;13.449.258;9720323;
Zwischenpunkt;20;Bahnsteig U1 (Treppe Warschauer Platz/Rudolfstraße);1;4598506;5820204;52.506.098;13.449.258;9720320;
Zugang;11;Zugang (Treppe Gleis 1/4) Warschauer Straße;0;4598630;5820217;52.506.192;13.451.088;9720311;
Zugang;9;Zugang (Aufzug);0;4598537;5820105;52.505.203;13.449.686;9720309;
Zwischenpunkt;18;Bahnsteig U1 (Rampe Warschauer Straße/Rudolfstraße);1;4598505;5820204;52.506.098;13.449.244;9720318;
Zugang und ÖV;14;Bushaltestelle Warschauer Straße hinter Tamara-Danz-Straße;0;4598445;5820082;52.505.013;13.448.324;9720314;
Bauwerk;178;S Flughafen Berlin-Schönefeld Bhf;;4603190;5807570;52.391.735;13.514.318;260005;9260005
ÖV;1;Bahnsteig Gleis 3+5 (Fernbahn);0;4603103;5807522;52.391.320;13.513.025;9749601;
Zwischenpunkt;41;Unterführung, Treppe zur Bahnhofshalle;-2;4603123;5807523;52.391.325;13.513.319;9749641;
Zwischenpunkt;48;Zwischengeschoss, Rampe zur Unterführung;-1;4603123;5807523;52.391.325;13.513.319;9749648;
Zwischenpunkt;31;Unterführung, Treppe zum Bahnsteig Gleis 4+6;-2;4603123;5807523;52.391.325;13.513.319;9749631;
Zwischenpunkt;28;Bahnsteig Gleis 11+13 (S-Bahn), Rampe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749628;
Zwischenpunkt;21;Bahnsteig Gleis 3+5, Treppe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749621;
Zugang;6;Zugang (Treppe) Am Seegraben/Bushaltestellen;0;4603131;5807444;52.390.614;13.513.413;9749606;
Zwischenpunkt;40;Unterführung, Treppe zum Flughafenausgang;-2;4603123;5807523;52.391.325;13.513.319;9749640;
Zugang und ÖV;15;Bushaltestelle Linie 162, 171, N7 und N60 Richtung Berlin;0;4603163;5807446;52.390.626;13.513.883;9749615;
Zugang;12;Zugang (am Flughafen) Am Seegraben zur Bushaltestellen;0;4603210;5807435;52.390.518;13.514.570;9749612;
Zwischenpunkt;27;Bahnsteig Gleis 11+13 (S-Bahn), Treppe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749627;
Zugang und ÖV;18;Bushaltestelle SEV;0;4603099;5807413;52.390.342;13.512.933;9749618;
Zwischenpunkt;25;Bahnsteig Gleis 7+9, Treppe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749625;
Zwischenpunkt;33;Unterführung, Treppe zum Bahnsteig Gleis 7+9;-2;4603123;5807523;52.391.325;13.513.319;9749633;
Zwischenpunkt;32;Unterführung, Rampe zum Bahnsteig Gleis 4+6;-2;4603123;5807523;52.391.325;13.513.319;9749632;
Zwischenpunkt;44;Bahnhofshalle, Treppe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749644;
Zugang;8;Zugang (Rampe) Am Seegraben/Bushaltestellen;0;4603143;5807456;52.390.720;13.513.593;9749608;
Zugang;7;Zugang (Treppe) Am Seegraben;0;4603105;5807428;52.390.475;13.513.026;9749607;
Zwischenpunkt;26;Bahnsteig Gleis 7+9, Rampe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749626;
Zugang;10;Zugang (Bahnhofshalle) Am Seegraben/Bushaltestellen;0;4603146;5807456;52.390.719;13.513.637;9749610;
Zwischenpunkt;24;Bahnsteig Gleis 4+6, Rampe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749624;
Zugang und ÖV;16;Bushaltestelle Linie 162, 171, N7 und N60 Richtung Flughafen Schönefeld;0;4603129;5807439;52.390.569;13.513.382;9749616;
Zugang und ÖV;20;Bushaltestelle Privatverkehr der Deutschen Post;0;4603083;5807400;52.390.228;13.512.694;9749620;
Zwischenpunkt;29;Unterführung, Treppe zum Bahnsteig Gleis 3+5;-2;4603123;5807523;52.391.325;13.513.319;9749629;
Zugang und ÖV;17;Bushaltestelle 163;0;4603109;5807420;52.390.403;13.513.082;9749617;
Zwischenpunkt;46;Flughafenausgang, Treppe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749646;
ÖV;2;Bahnsteig Gleis 4+6 (Fernbahn);0;4603077;5807516;52.391.271;13.512.642;9749602;
Zwischenpunkt;37;Unterführung, Rampe zum Zugang Rudower Chaussee;-2;4603123;5807523;52.391.325;13.513.319;9749637;
Zwischenpunkt;43;Zwischengeschoss, Rampe zum Zugang Am Seegraben/Bushaltestellen;-1;4603123;5807523;52.391.325;13.513.319;9749643;
Zwischenpunkt;22;Bahnsteig Gleis 3+5, Rampe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749622;
Zwischenpunkt;45;Flughafenausgang, Rampe zur Unterführung;0;4603123;5807523;52.391.325;13.513.319;9749645;
ÖV;3;Bahnsteig Gleis 7+9 (Fernbahn);0;4603119;5807505;52.391.164;13.513.255;9749603;
Zwischenpunkt;30;Unterführung, Rampe zum Bahnsteig Gleis 3+5;-2;4603123;5807523;52.391.325;13.513.319;9749630;
